"ID","PARENT_ID","URI","FILE_PATH","NAME","METHOD","STATUS","SIZE","TYPE","EXT","LAST_MODIFIED","EXTENSION_MISMATCH","HASH","FORMAT_COUNT","PUID","MIME_TYPE","FORMAT_NAME","FORMAT_VERSION"
"1","","file:/data/","/data","data","","Done","","Folder","","2026-09-21T11:27:59","false","",""
"2","1","file:/data/krp-0189_b/","/data/krp-0189_b","krp-0189_b","","Done","","Folder","","2026-09-21T11:24:44","false","",""
"3","2","file:/data/krp-0189_b/krp-0189_b01/","/data/krp-0189_b/krp-0189_b01","krp-0189_b01","","Done","","Folder","","2026-09-21T14:27:27","false","",""
"4","2","file:/data/krp-0189_b/krp-0189_b02/","/data/krp-0189_b/krp-0189_b02","krp-0189_b02","","Done","","Folder","","2026-09-21T14:27:39","false","",""
"5","2","file:/data/krp-0189_b/krp-0189_b03/","/data/krp-0189_b/krp-0189_b03","krp-0189_b03","","Done","","Folder","","2026-09-21T14:27:42","false","",""
"6","2","file:/data/krp-0189_b/krp-0189_b04/","/data/krp-0189_b/krp-0189_b04","krp-0189_b04","","Done","","Folder","","2026-09-21T14:28:02","false","",""
"7","3","file:/data/krp-0189_b/krp-0189_b01/krp-0189_b01-0001.TIF","/data/krp-0189_b/krp-0189_b01/krp-0189_b01-0001.TIF","krp-0189_b01-0001.TIF","Signature","Done","19976792","File","tif","2026-09-21T14:27:25","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"8","4","file:/data/krp-0189_b/krp-0189_b02/krp-0189_b02-0001.TIF","/data/krp-0189_b/krp-0189_b02/krp-0189_b02-0001.TIF","krp-0189_b02-0001.TIF","Signature","Done","19602994","File","tif","2026-09-21T14:27:30","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"9","3","file:/data/krp-0189_b/krp-0189_b01/krp-0189_b01-0002.TIF","/data/krp-0189_b/krp-0189_b01/krp-0189_b01-0002.TIF","krp-0189_b01-0002.TIF","Signature","Done","19076596","File","tif","2026-09-21T14:27:27","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"10","4","file:/data/krp-0189_b/krp-0189_b02/krp-0189_b02-0002.TIF","/data/krp-0189_b/krp-0189_b02/krp-0189_b02-0002.TIF","krp-0189_b02-0002.TIF","Signature","Done","19600056","File","tif","2026-09-21T14:27:33","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"11","4","file:/data/krp-0189_b/krp-0189_b02/krp-0189_b02-0003.TIF","/data/krp-0189_b/krp-0189_b02/krp-0189_b02-0003.TIF","krp-0189_b02-0003.TIF","Signature","Done","19676208","File","tif","2026-09-21T14:27:36","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"12","4","file:/data/krp-0189_b/krp-0189_b02/krp-0189_b02-0004.TIF","/data/krp-0189_b/krp-0189_b02/krp-0189_b02-0004.TIF","krp-0189_b02-0004.TIF","Signature","Done","19393336","File","tif","2026-09-21T14:27:39","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"13","5","file:/data/krp-0189_b/krp-0189_b03/krp-0189_b03-0001.TIF","/data/krp-0189_b/krp-0189_b03/krp-0189_b03-0001.TIF","krp-0189_b03-0001.TIF","Signature","Done","21187014","File","tif","2026-09-21T14:27:42","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"14","2","file:/data/krp-0189_b/krp-0189_b05/","/data/krp-0189_b/krp-0189_b05","krp-0189_b05","","Done","","Folder","","2026-09-21T14:28:26","false","",""
"15","6","file:/data/krp-0189_b/krp-0189_b04/krp-0189_b04-0001.TIF","/data/krp-0189_b/krp-0189_b04/krp-0189_b04-0001.TIF","krp-0189_b04-0001.TIF","Signature","Done","23123730","File","tif","2026-09-21T14:27:45","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"16","6","file:/data/krp-0189_b/krp-0189_b04/krp-0189_b04-0002.TIF","/data/krp-0189_b/krp-0189_b04/krp-0189_b04-0002.TIF","krp-0189_b04-0002.TIF","Signature","Done","29772030","File","tif","2026-09-21T14:27:48","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"17","6","file:/data/krp-0189_b/krp-0189_b04/krp-0189_b04-0003.TIF","/data/krp-0189_b/krp-0189_b04/krp-0189_b04-0003.TIF","krp-0189_b04-0003.TIF","Signature","Done","26655984","File","tif","2026-09-21T14:27:52","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"18","6","file:/data/krp-0189_b/krp-0189_b04/krp-0189_b04-0004.TIF","/data/krp-0189_b/krp-0189_b04/krp-0189_b04-0004.TIF","krp-0189_b04-0004.TIF","Signature","Done","31535770","File","tif","2026-09-21T14:27:55","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"19","6","file:/data/krp-0189_b/krp-0189_b04/krp-0189_b04-0005.TIF","/data/krp-0189_b/krp-0189_b04/krp-0189_b04-0005.TIF","krp-0189_b04-0005.TIF","Signature","Done","30433354","File","tif","2026-09-21T14:27:58","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"20","6","file:/data/krp-0189_b/krp-0189_b04/krp-0189_b04-0006.TIF","/data/krp-0189_b/krp-0189_b04/krp-0189_b04-0006.TIF","krp-0189_b04-0006.TIF","Signature","Done","28779052","File","tif","2026-09-21T14:28:02","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"21","14","file:/data/krp-0189_b/krp-0189_b05/krp-0189_b05-0001.TIF","/data/krp-0189_b/krp-0189_b05/krp-0189_b05-0001.TIF","krp-0189_b05-0001.TIF","Signature","Done","24105940","File","tif","2026-09-21T14:28:05","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
