"ID","PARENT_ID","URI","FILE_PATH","NAME","METHOD","STATUS","SIZE","TYPE","EXT","LAST_MODIFIED","EXTENSION_MISMATCH","HASH","FORMAT_COUNT","PUID","MIME_TYPE","FORMAT_NAME","FORMAT_VERSION"
"1","","file:/data/","/data","data","","Done","","Folder","","2026-08-12T12:00:41","false","",""
"2","1","file:/data/krp-0053_b/","/data/krp-0053_b","krp-0053_b","","Done","","Folder","","2026-08-12T11:59:22","false","",""
"3","2","file:/data/krp-0053_b/krp-0053_b01/","/data/krp-0053_b/krp-0053_b01","krp-0053_b01","","Done","","Folder","","2026-08-12T12:26:32","false","",""
"4","2","file:/data/krp-0053_b/krp-0053_b02/","/data/krp-0053_b/krp-0053_b02","krp-0053_b02","","Done","","Folder","","2026-08-12T12:26:47","false","",""
"5","2","file:/data/krp-0053_b/krp-0053_b03/","/data/krp-0053_b/krp-0053_b03","krp-0053_b03","","Done","","Folder","","2026-08-12T12:27:22","false","",""
"6","3","file:/data/krp-0053_b/krp-0053_b01/krp-0053_b01-0002.TIF","/data/krp-0053_b/krp-0053_b01/krp-0053_b01-0002.TIF","krp-0053_b01-0002.TIF","Signature","Done","19110450","File","tif","2026-08-12T12:26:24","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"7","3","file:/data/krp-0053_b/krp-0053_b01/krp-0053_b01-0001.TIF","/data/krp-0053_b/krp-0053_b01/krp-0053_b01-0001.TIF","krp-0053_b01-0001.TIF","Signature","Done","19505456","File","tif","2026-08-12T12:26:21","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"8","4","file:/data/krp-0053_b/krp-0053_b02/krp-0053_b02-0002.TIF","/data/krp-0053_b/krp-0053_b02/krp-0053_b02-0002.TIF","krp-0053_b02-0002.TIF","Signature","Done","19884176","File","tif","2026-08-12T12:26:38","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"9","3","file:/data/krp-0053_b/krp-0053_b01/krp-0053_b01-0003.TIF","/data/krp-0053_b/krp-0053_b01/krp-0053_b01-0003.TIF","krp-0053_b01-0003.TIF","Signature","Done","19954796","File","tif","2026-08-12T12:26:27","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"10","3","file:/data/krp-0053_b/krp-0053_b01/krp-0053_b01-0004.TIF","/data/krp-0053_b/krp-0053_b01/krp-0053_b01-0004.TIF","krp-0053_b01-0004.TIF","Signature","Done","19646424","File","tif","2026-08-12T12:26:29","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"11","3","file:/data/krp-0053_b/krp-0053_b01/krp-0053_b01-0005.TIF","/data/krp-0053_b/krp-0053_b01/krp-0053_b01-0005.TIF","krp-0053_b01-0005.TIF","Signature","Done","16595942","File","tif","2026-08-12T12:26:32","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"12","4","file:/data/krp-0053_b/krp-0053_b02/krp-0053_b02-0001.TIF","/data/krp-0053_b/krp-0053_b02/krp-0053_b02-0001.TIF","krp-0053_b02-0001.TIF","Signature","Done","19917586","File","tif","2026-08-12T12:26:35","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
