"ID","PARENT_ID","URI","FILE_PATH","NAME","METHOD","STATUS","SIZE","TYPE","EXT","LAST_MODIFIED","EXTENSION_MISMATCH","HASH","FORMAT_COUNT","PUID","MIME_TYPE","FORMAT_NAME","FORMAT_VERSION"
"1","","file:/data/","/data","data","","Done","","Folder","","2026-08-19T12:57:57","false","",""
"2","1","file:/data/krp-0130_b/","/data/krp-0130_b","krp-0130_b","","Done","","Folder","","2026-08-19T12:56:53","false","",""
"3","2","file:/data/krp-0130_b/krp-0130_b01/","/data/krp-0130_b/krp-0130_b01","krp-0130_b01","","Done","","Folder","","2026-08-20T11:02:52","false","",""
"4","2","file:/data/krp-0130_b/krp-0130_b02/","/data/krp-0130_b/krp-0130_b02","krp-0130_b02","","Done","","Folder","","2026-08-20T11:03:24","false","",""
"5","3","file:/data/krp-0130_b/krp-0130_b01/krp-0130_b01-0001.TIF","/data/krp-0130_b/krp-0130_b01/krp-0130_b01-0001.TIF","krp-0130_b01-0001.TIF","Signature","Done","20623948","File","tif","2026-08-20T11:02:43","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"6","3","file:/data/krp-0130_b/krp-0130_b01/krp-0130_b01-0002.TIF","/data/krp-0130_b/krp-0130_b01/krp-0130_b01-0002.TIF","krp-0130_b01-0002.TIF","Signature","Done","21149236","File","tif","2026-08-20T11:02:46","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"7","3","file:/data/krp-0130_b/krp-0130_b01/krp-0130_b01-0003.TIF","/data/krp-0130_b/krp-0130_b01/krp-0130_b01-0003.TIF","krp-0130_b01-0003.TIF","Signature","Done","20437602","File","tif","2026-08-20T11:02:49","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"8","3","file:/data/krp-0130_b/krp-0130_b01/krp-0130_b01-0004.TIF","/data/krp-0130_b/krp-0130_b01/krp-0130_b01-0004.TIF","krp-0130_b01-0004.TIF","Signature","Done","20741276","File","tif","2026-08-20T11:02:52","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"9","4","file:/data/krp-0130_b/krp-0130_b02/krp-0130_b02-0001.TIF","/data/krp-0130_b/krp-0130_b02/krp-0130_b02-0001.TIF","krp-0130_b02-0001.TIF","Signature","Done","19735588","File","tif","2026-08-20T11:02:55","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"10","4","file:/data/krp-0130_b/krp-0130_b02/krp-0130_b02-0002.TIF","/data/krp-0130_b/krp-0130_b02/krp-0130_b02-0002.TIF","krp-0130_b02-0002.TIF","Signature","Done","21283936","File","tif","2026-08-20T11:02:57","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"11","4","file:/data/krp-0130_b/krp-0130_b02/krp-0130_b02-0003.TIF","/data/krp-0130_b/krp-0130_b02/krp-0130_b02-0003.TIF","krp-0130_b02-0003.TIF","Signature","Done","21519230","File","tif","2026-08-20T11:03:01","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
