"ID","PARENT_ID","URI","FILE_PATH","NAME","METHOD","STATUS","SIZE","TYPE","EXT","LAST_MODIFIED","EXTENSION_MISMATCH","HASH","FORMAT_COUNT","PUID","MIME_TYPE","FORMAT_NAME","FORMAT_VERSION"
"1","","file:/data/","/data","data","","Done","","Folder","","2026-08-12T11:55:07","false","",""
"2","1","file:/data/krp-0052-k/","/data/krp-0052-k","krp-0052-k","","Done","","Folder","","2026-08-12T12:11:34","false","",""
"3","2","file:/data/krp-0052-k/krp-0052_k-0002.TIF","/data/krp-0052-k/krp-0052_k-0002.TIF","krp-0052_k-0002.TIF","Signature","Done","19655802","File","tif","2026-08-12T12:10:39","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"4","2","file:/data/krp-0052-k/krp-0052_k-0001.TIF","/data/krp-0052-k/krp-0052_k-0001.TIF","krp-0052_k-0001.TIF","Signature","Done","20105110","File","tif","2026-08-12T12:10:34","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"5","2","file:/data/krp-0052-k/krp-0052_k-0003.TIF","/data/krp-0052-k/krp-0052_k-0003.TIF","krp-0052_k-0003.TIF","Signature","Done","20563340","File","tif","2026-08-12T12:10:44","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"6","2","file:/data/krp-0052-k/krp-0052_k-0004.TIF","/data/krp-0052-k/krp-0052_k-0004.TIF","krp-0052_k-0004.TIF","Signature","Done","21334368","File","tif","2026-08-12T12:10:48","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"7","2","file:/data/krp-0052-k/krp-0052_k-0005.TIF","/data/krp-0052-k/krp-0052_k-0005.TIF","krp-0052_k-0005.TIF","Signature","Done","20206940","File","tif","2026-08-12T12:10:53","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"8","2","file:/data/krp-0052-k/krp-0052_k-0006.TIF","/data/krp-0052-k/krp-0052_k-0006.TIF","krp-0052_k-0006.TIF","Signature","Done","21502576","File","tif","2026-08-12T12:10:57","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"9","2","file:/data/krp-0052-k/krp-0052_k-0007.TIF","/data/krp-0052-k/krp-0052_k-0007.TIF","krp-0052_k-0007.TIF","Signature","Done","20407636","File","tif","2026-08-12T12:11:02","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"10","2","file:/data/krp-0052-k/krp-0052_k-0008.TIF","/data/krp-0052-k/krp-0052_k-0008.TIF","krp-0052_k-0008.TIF","Signature","Done","21419774","File","tif","2026-08-12T12:11:07","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"11","2","file:/data/krp-0052-k/krp-0052_k-0009.TIF","/data/krp-0052-k/krp-0052_k-0009.TIF","krp-0052_k-0009.TIF","Signature","Done","20491578","File","tif","2026-08-12T12:11:11","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"12","1","file:/data/krp-0052_b/","/data/krp-0052_b","krp-0052_b","","Done","","Folder","","2026-08-12T11:54:29","false","",""
"13","2","file:/data/krp-0052-k/krp-0052_k-0010.TIF","/data/krp-0052-k/krp-0052_k-0010.TIF","krp-0052_k-0010.TIF","Signature","Done","20784956","File","tif","2026-08-12T12:11:16","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"14","12","file:/data/krp-0052_b/krp-0052_b01/","/data/krp-0052_b/krp-0052_b01","krp-0052_b01","","Done","","Folder","","2026-08-12T12:11:43","false","",""
"15","2","file:/data/krp-0052-k/krp-0052_k-0011.TIF","/data/krp-0052-k/krp-0052_k-0011.TIF","krp-0052_k-0011.TIF","Signature","Done","20763080","File","tif","2026-08-12T12:11:20","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"16","2","file:/data/krp-0052-k/krp-0052_k-0012.TIF","/data/krp-0052-k/krp-0052_k-0012.TIF","krp-0052_k-0012.TIF","Signature","Done","21648850","File","tif","2026-08-12T12:11:25","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"17","2","file:/data/krp-0052-k/krp-0052_k-0013.TIF","/data/krp-0052-k/krp-0052_k-0013.TIF","krp-0052_k-0013.TIF","Signature","Done","20913756","File","tif","2026-08-12T12:11:30","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"18","12","file:/data/krp-0052_b/krp-0052_b02/","/data/krp-0052_b/krp-0052_b02","krp-0052_b02","","Done","","Folder","","2026-08-12T12:11:52","false","",""
"19","2","file:/data/krp-0052-k/krp-0052_k-0014.TIF","/data/krp-0052-k/krp-0052_k-0014.TIF","krp-0052_k-0014.TIF","Signature","Done","20087218","File","tif","2026-08-12T12:11:34","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"20","12","file:/data/krp-0052_b/krp-0052_b03/","/data/krp-0052_b/krp-0052_b03","krp-0052_b03","","Done","","Folder","","2026-08-12T12:11:57","false","",""
"21","14","file:/data/krp-0052_b/krp-0052_b01/krp-0052_b01-0001.TIF","/data/krp-0052_b/krp-0052_b01/krp-0052_b01-0001.TIF","krp-0052_b01-0001.TIF","Signature","Done","18861604","File","tif","2026-08-12T12:11:38","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"22","14","file:/data/krp-0052_b/krp-0052_b01/krp-0052_b01-0002.TIF","/data/krp-0052_b/krp-0052_b01/krp-0052_b01-0002.TIF","krp-0052_b01-0002.TIF","Signature","Done","18512574","File","tif","2026-08-12T12:11:43","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"23","12","file:/data/krp-0052_b/krp-0052_b04/","/data/krp-0052_b/krp-0052_b04","krp-0052_b04","","Done","","Folder","","2026-08-12T12:12:31","false","",""
"24","18","file:/data/krp-0052_b/krp-0052_b02/krp-0052_b02-0001.TIF","/data/krp-0052_b/krp-0052_b02/krp-0052_b02-0001.TIF","krp-0052_b02-0001.TIF","Signature","Done","19973134","File","tif","2026-08-12T12:11:48","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"25","18","file:/data/krp-0052_b/krp-0052_b02/krp-0052_b02-0002.TIF","/data/krp-0052_b/krp-0052_b02/krp-0052_b02-0002.TIF","krp-0052_b02-0002.TIF","Signature","Done","18503362","File","tif","2026-08-12T12:11:52","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"26","20","file:/data/krp-0052_b/krp-0052_b03/krp-0052_b03-0001.TIF","/data/krp-0052_b/krp-0052_b03/krp-0052_b03-0001.TIF","krp-0052_b03-0001.TIF","Signature","Done","17919164","File","tif","2026-08-12T12:11:57","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"27","23","file:/data/krp-0052_b/krp-0052_b04/krp-0052_b04-0001.TIF","/data/krp-0052_b/krp-0052_b04/krp-0052_b04-0001.TIF","krp-0052_b04-0001.TIF","Signature","Done","23320234","File","tif","2026-08-12T12:12:02","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"28","23","file:/data/krp-0052_b/krp-0052_b04/krp-0052_b04-0002.TIF","/data/krp-0052_b/krp-0052_b04/krp-0052_b04-0002.TIF","krp-0052_b04-0002.TIF","Signature","Done","26576728","File","tif","2026-08-12T12:12:07","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"29","23","file:/data/krp-0052_b/krp-0052_b04/krp-0052_b04-0003.TIF","/data/krp-0052_b/krp-0052_b04/krp-0052_b04-0003.TIF","krp-0052_b04-0003.TIF","Signature","Done","24148326","File","tif","2026-08-12T12:12:11","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"30","12","file:/data/krp-0052_b/krp-0052_b05/","/data/krp-0052_b/krp-0052_b05","krp-0052_b05","","Done","","Folder","","2026-08-12T12:13:30","false","",""
"31","23","file:/data/krp-0052_b/krp-0052_b04/krp-0052_b04-0004.TIF","/data/krp-0052_b/krp-0052_b04/krp-0052_b04-0004.TIF","krp-0052_b04-0004.TIF","Signature","Done","26838036","File","tif","2026-08-12T12:12:16","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"32","23","file:/data/krp-0052_b/krp-0052_b04/krp-0052_b04-0005.TIF","/data/krp-0052_b/krp-0052_b04/krp-0052_b04-0005.TIF","krp-0052_b04-0005.TIF","Signature","Done","23057180","File","tif","2026-08-12T12:12:21","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"33","23","file:/data/krp-0052_b/krp-0052_b04/krp-0052_b04-0006.TIF","/data/krp-0052_b/krp-0052_b04/krp-0052_b04-0006.TIF","krp-0052_b04-0006.TIF","Signature","Done","22151194","File","tif","2026-08-12T12:12:26","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"34","23","file:/data/krp-0052_b/krp-0052_b04/krp-0052_b04-0007.TIF","/data/krp-0052_b/krp-0052_b04/krp-0052_b04-0007.TIF","krp-0052_b04-0007.TIF","Signature","Done","22644166","File","tif","2026-08-12T12:12:31","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"35","30","file:/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0001.TIF","/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0001.TIF","krp-0052_b05-0001.TIF","Signature","Done","24761772","File","tif","2026-08-12T12:12:37","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"36","30","file:/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0002.TIF","/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0002.TIF","krp-0052_b05-0002.TIF","Signature","Done","27485016","File","tif","2026-08-12T12:12:42","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"37","30","file:/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0003.TIF","/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0003.TIF","krp-0052_b05-0003.TIF","Signature","Done","24796344","File","tif","2026-08-12T12:12:47","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"38","30","file:/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0004.TIF","/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0004.TIF","krp-0052_b05-0004.TIF","Signature","Done","28091482","File","tif","2026-08-12T12:12:51","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"39","30","file:/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0005.TIF","/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0005.TIF","krp-0052_b05-0005.TIF","Signature","Done","25126858","File","tif","2026-08-12T12:12:57","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"40","30","file:/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0006.TIF","/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0006.TIF","krp-0052_b05-0006.TIF","Signature","Done","26626664","File","tif","2026-08-12T12:13:02","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"41","30","file:/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0007.TIF","/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0007.TIF","krp-0052_b05-0007.TIF","Signature","Done","24932240","File","tif","2026-08-12T12:13:05","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"42","30","file:/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0008.TIF","/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0008.TIF","krp-0052_b05-0008.TIF","Signature","Done","27394236","File","tif","2026-08-12T12:13:09","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"43","30","file:/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0009.TIF","/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0009.TIF","krp-0052_b05-0009.TIF","Signature","Done","23624144","File","tif","2026-08-12T12:13:12","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"44","12","file:/data/krp-0052_b/krp-0052_b06/","/data/krp-0052_b/krp-0052_b06","krp-0052_b06","","Done","","Folder","","2026-08-12T12:13:39","false","",""
"45","30","file:/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0010.TIF","/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0010.TIF","krp-0052_b05-0010.TIF","Signature","Done","27136124","File","tif","2026-08-12T12:13:16","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"46","30","file:/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0011.TIF","/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0011.TIF","krp-0052_b05-0011.TIF","Signature","Done","24884480","File","tif","2026-08-12T12:13:19","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"47","30","file:/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0012.TIF","/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0012.TIF","krp-0052_b05-0012.TIF","Signature","Done","29439684","File","tif","2026-08-12T12:13:22","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"48","30","file:/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0013.TIF","/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0013.TIF","krp-0052_b05-0013.TIF","Signature","Done","25557762","File","tif","2026-08-12T12:13:26","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"49","30","file:/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0014.TIF","/data/krp-0052_b/krp-0052_b05/krp-0052_b05-0014.TIF","krp-0052_b05-0014.TIF","Signature","Done","27129758","File","tif","2026-08-12T12:13:30","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"50","12","file:/data/krp-0052_b/krp-0052_b07/","/data/krp-0052_b/krp-0052_b07","krp-0052_b07","","Done","","Folder","","2026-08-12T12:13:52","false","",""
"51","44","file:/data/krp-0052_b/krp-0052_b06/krp-0052_b06-0001.TIF","/data/krp-0052_b/krp-0052_b06/krp-0052_b06-0001.TIF","krp-0052_b06-0001.TIF","Signature","Done","20995848","File","tif","2026-08-12T12:13:33","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"52","44","file:/data/krp-0052_b/krp-0052_b06/krp-0052_b06-0002.TIF","/data/krp-0052_b/krp-0052_b06/krp-0052_b06-0002.TIF","krp-0052_b06-0002.TIF","Signature","Done","23724786","File","tif","2026-08-12T12:13:36","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"53","44","file:/data/krp-0052_b/krp-0052_b06/krp-0052_b06-0003.TIF","/data/krp-0052_b/krp-0052_b06/krp-0052_b06-0003.TIF","krp-0052_b06-0003.TIF","Signature","Done","20267276","File","tif","2026-08-12T12:13:39","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"54","12","file:/data/krp-0052_b/krp-0052_b08/","/data/krp-0052_b/krp-0052_b08","krp-0052_b08","","Done","","Folder","","2026-08-12T12:14:03","false","",""
"55","50","file:/data/krp-0052_b/krp-0052_b07/krp-0052_b07-0001.TIF","/data/krp-0052_b/krp-0052_b07/krp-0052_b07-0001.TIF","krp-0052_b07-0001.TIF","Signature","Done","22660552","File","tif","2026-08-12T12:13:42","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
"56","50","file:/data/krp-0052_b/krp-0052_b07/krp-0052_b07-0002.TIF","/data/krp-0052_b/krp-0052_b07/krp-0052_b07-0002.TIF","krp-0052_b07-0002.TIF","Signature","Done","21602218","File","tif","2026-08-12T12:13:45","false","","1","fmt/353","image/tiff","Tagged Image File Format",""
